# This file is semicolon delimited
StanFunction; Arguments; ReturnType; Page
operator-;(matrix x, matrix y);matrix;442
operator-;(matrix x, real y);matrix;444
operator-;(real x);real;416
operator-;(real x, matrix y);matrix;444
operator-;(real x, real y);real;416
operator-;(real x, row_vector y);row_vector;444
operator-;(real x, vector y);vector;444
operator-;(row_vector x);row_vector;442
operator-;(row_vector x, real y);row_vector;444
operator-;(row_vector x, row_vector y);row_vector;442
operator-;(vector x);vector;442
operator-;(vector x, real y);vector;443
operator-;(vector x, vector y);vector;442
operator.*;(matrix x, matrix y);matrix;444
operator.*;(row_vector x, row_vector y);row_vector;444
operator.*;(vector x, vector y);vector;444
operator./;(matrix x, matrix y);matrix;445
operator./;(matrix x, real y);matrix;445
operator./;(real x, matrix y);matrix;445
operator./;(real x, row_vector y);row_vector;445
operator./;(real x, vector y);vector;445
operator./;(row_vector x, real y);row_vector;445
operator./;(row_vector x, row_vector y);row_vector;445
operator./;(vector x, real y);vector;444
operator./;(vector x, vector y);vector;444
operator/;(int x, int y);int;407
operator/;(matrix B, matrix A);matrix;457
operator/;(matrix x, real y);matrix;444
operator/;(real x, real y);real;416
operator/;(row_vector b, matrix A);row_vector;457
operator/;(row_vector x, real y);row_vector;444
operator/;(vector x, real y);vector;444
operator<;(int x, int y);int;413
operator<;(real x, real y);int;413
operator<=;(int x, int y);int;413
operator<=;(real x, real y);int;413
operator==;(int x, int y);int;413
operator==;(real x, real y);int;413
operator>;(int x, int y);int;413
operator>;(real x, real y);int;413
operator>=;(int x, int y);int;413
operator>=;(real x, real y);int;413
operator\%;(int x, int y);int;407
operator\;(matrix A, matrix B);matrix;457
operator\;(matrix A, vector b);vector;457
operator^;(real x, real y);real;416
operator||;(int x, int y);int;414
operator||;(real x, real y);int;414
ordered_logistic;~;real;483
ordered_logistic_lpmf;(int k | real eta, vector c);real;483
ordered_logistic_rng;(real eta, vector c);int;483
owens_t;(real h, real a);real;426
pareto;~;real;509
pareto_cdf;(reals y, reals y_min, reals alpha);real;509
pareto_lccdf;(reals y | reals y_min, reals alpha);real;509
pareto_lcdf;(reals y | reals y_min, reals alpha);real;509
pareto_lpdf;(reals y | reals y_min, reals alpha);real;509
pareto_rng;(real y_min, real alpha);real;509
pareto_type_2;~;real;510
pareto_type_2_cdf;(reals y, reals mu, reals lambda reals alpha);real;510
pareto_type_2_lccdf;(reals y | reals mu, reals lambda reals alpha);real;510
pareto_type_2_lcdf;(reals y | reals mu, reals lambda reals alpha);real;510
pareto_type_2_lpdf;(reals y | reals mu, reals lambda reals alpha);real;510
pareto_type_2_rng;(real mu, real lambda, real alpha);real;510
pi;();real;411
poisson;~;real;487
poisson_cdf;(ints n, reals lambda);real;487
poisson_lccdf;(ints n | reals lambda);real;487
poisson_lcdf;(ints n | reals lambda);real;487
poisson_log;~;real;488
poisson_log_lpmf;(ints n | reals alpha);real;488
poisson_log_rng;(real alpha);int;488
poisson_lpmf;(ints n | reals lambda);real;487
poisson_rng;(real lambda);int;487
positive_infinity;();real;411
pow;(real x, real y);real;421
print;(T1 x1,..., TN xN);void;405
prod;(int x[]);real;435
prod;(matrix x);real;449
prod;(real x[]);real;434
prod;(row_vector x);real;449
prod;(vector x);real;449
qr_Q;(matrix A);matrix;460
qr_R;(matrix A);matrix;460
quad_form;(matrix A, matrix B);matrix;447
quad_form;(matrix A, vector B);real;447
quad_form_diag;(matrix m, row_vector rv);matrix;447
quad_form_diag;(matrix m, vector v);matrix;447
quad_form_sym;(matrix A, matrix B);matrix;447
quad_form_sym;(matrix A, vector B);real;448
rank;(int[] v, int s);int;440
rank;(real[] v, int s);int;440
rank;(row_vector v, int s);int;461
rank;(vector v, int s);int;461
rayleigh;~;real;507
rayleigh_cdf;(real y, real sigma);real;507
rayleigh_lccdf;(real y | real sigma);real;507
rayleigh_lcdf;(real y | real sigma);real;507
rayleigh_lpdf;(reals y | reals sigma);real;507
rayleigh_rng;(real sigma);real;507
real;(T x);R;426
rep_array;(T x, int k, int m, int n);T[];438
rep_array;(T x, int m, int n);T[];437
rep_array;(T x, int n);T[];437
rep_matrix;(real x, int m, int n);matrix;451
rep_matrix;(row_vector rv, int m);matrix;451
rep_matrix;(vector v, int n);matrix;451
rep_row_vector;(real x, int n);row_vector;451
rep_vector;(real x, int m);vector;450
rising_factorial;(real x, real n);real;430
round;(T x);R;419
row;(matrix x, int m);row_vector;452
rows;(matrix x);int;441
rows;(row_vector x);int;441
rows;(vector x);int;441
rows_dot_product;(matrix x, matrix y);vector;446
rows_dot_product;(row_vector x, row_vector y);vector;446
rows_dot_product;(vector x, vector y);vector;446
rows_dot_self;(matrix x);vector;447
rows_dot_self;(row_vector x);vector;447
rows_dot_self;(vector x);vector;447
scaled_inv_chi_square;~;real;501
scaled_inv_chi_square_cdf;(reals y, reals nu, reals sigma);real;502
scaled_inv_chi_square_lccdf;(reals y | reals nu, reals sigma);real;502
scaled_inv_chi_square_lcdf;(reals y | reals nu, reals sigma);real;502
scaled_inv_chi_square_lpdf;(reals y | reals nu, reals sigma);real;502
scaled_inv_chi_square_rng;(real nu, real sigma);real;502
sd;(matrix x);real;450
sd;(real x[]);real;435
sd;(row_vector x);real;450
sd;(vector x);real;450
segment;(T[] sv, int i, int n);T[];453
segment;(row_vector rv, int i, int n);row_vector;453
segment;(vector v, int i, int n);vector;453
sin;(T x);R;422
singular_values;(matrix A);vector;460
sinh;(T x);R;423
size;(T[] x);int;437
skew_normal;~;real;493
skew_normal_cdf;(reals y, reals mu, reals sigma, reals alpha);real;493
skew_normal_lccdf;(reals y | reals mu, reals sigma reals alpha);real;493
skew_normal_lcdf;(reals y | reals mu, reals sigma reals alpha);real;493
skew_normal_lpdf;(reals y | reals mu, reals sigma, reals alpha);real;493
skew_normal_rng;(real mu, real sigma, real alpha);real;493
softmax;(vector x);vector;455
sort_asc;(int[] v);int[];439
sort_asc;(real[] v);real[];439
sort_asc;(row_vector v);row_vector;461
sort_asc;(vector v);vector;461
sort_desc;(int[] v);int[];439
sort_desc;(real[] v);real[];439
sort_desc;(row_vector v);row_vector;461
sort_desc;(vector v);vector;461
sort_indices_asc;(int[] v);int[];439
sort_indices_asc;(real[] v);int[];439
sort_indices_asc;(row_vector v);int[];461
sort_indices_asc;(vector v);int[];461
sort_indices_desc;(int[] v);int[];439
sort_indices_desc;(real[] v);int[];439
sort_indices_desc;(row_vector v);int[];461
sort_indices_desc;(vector v);int[];461
sqrt2;();real;411
sqrt;(T x);R;419
square;(T x);R;420
squared_distance;(row_vector x, row_vector y[]);real;436
squared_distance;(row_vector x, vector y[]);real;436
squared_distance;(vector x, row_vector y[]);real;436
squared_distance;(vector x, vector y);real;436
step;(real x);real;415
student_t;~;real;494
student_t_cdf;(reals y, reals nu, reals mu, reals sigma);real;494
student_t_lccdf;(reals y | reals nu, reals mu, reals sigma);real;494
student_t_lcdf;(reals y | reals nu, reals mu, reals sigma);real;494
student_t_lpdf;(reals y | reals nu, reals mu, reals sigma);real;494
student_t_rng;(real nu, real mu, real sigma);real;494
sub_col;(matrix x, int i, int j, int n_rows);vector;452
sub_row;(matrix x, int i, int j, int n_cols);row_vector;452
sum;(int x[]);int;434
sum;(matrix x);real;449
sum;(real x[]);real;434
sum;(row_vector x);real;449
sum;(vector x);real;449
tail;(T[] sv, int n);T[];453
tail;(row_vector rv, int n);row_vector;453
tail;(vector v, int n);vector;453
tan;(T x);R;422
tanh;(T x);R;423
target;();real;412
tcrossprod;(matrix x);matrix;447
tgamma;(T x);R;426
to_array_1d;(int[...] a);int[];466
to_array_1d;(matrix m);real[];466
to_array_1d;(real[...] a);real[];466
to_array_1d;(row_vector v);real[];466
to_array_1d;(vector v);real[];466
to_array_2d;(matrix m);real[,];466
to_matrix;(int[,] a);matrix;465
to_matrix;(matrix m);matrix;465
to_matrix;(real[,] a);matrix;465
to_matrix;(row_vector v);matrix;465
to_matrix;(vector v);matrix;465
to_row_vector;(int[] a);row_vector;466
to_row_vector;(matrix m);row_vector;466
to_row_vector;(real[] a);row_vector;466
to_row_vector;(row_vector v);row_vector;466
to_row_vector;(vector v);row_vector;466
to_vector;(int[] a);vector;465
to_vector;(matrix m);vector;465
to_vector;(real[] a);vector;465
to_vector;(row_vector v);vector;465
to_vector;(vector v);vector;465
trace;(matrix A);real;459
trace_gen_quad_form;(matrix D,matrix A, matrix B);real;448
trace_quad_form;(matrix A, matrix B);real;448
trigamma;(T x);R;427
trunc;(T x);R;419
uniform;~;real;515
uniform_cdf;(reals y, reals alpha, reals beta);real;515
uniform_lccdf;(reals y | reals alpha, reals beta);real;515
uniform_lcdf;(reals y | reals alpha, reals beta);real;515
uniform_lpdf;(reals y | reals alpha, reals beta);real;515
uniform_rng;(real alpha, real beta);real;515
variance;(matrix x);real;450
variance;(real x[]);real;435
variance;(row_vector x);real;450
variance;(vector x);real;450
von_mises;~;real;513
von_mises_lpdf;(reals y | reals mu, reals kappa);real;513
von_mises_rng;(reals mu, reals kappa);real;513
weibull;~;real;505
weibull_cdf;(reals y, reals alpha, reals sigma);real;505
weibull_lccdf;(reals y | reals alpha, reals sigma);real;505
weibull_lcdf;(reals y | reals alpha, reals sigma);real;505
weibull_lpdf;(reals y | reals alpha, reals sigma);real;505
weibull_rng;(real alpha, real sigma);real;505
wiener;~;real;508
wiener_lpdf;(reals y | reals alpha, reals tau, reals beta reals delta);real;508
wishart;~;real;527
wishart_lpdf;(matrix W | real nu, matrix Sigma);real;527
wishart_rng;(real nu, matrix Sigma);matrix;527
