# This file is semicolon delimited
StanFunction; Arguments; ReturnType; Page
normal;~;real;416
normal_cdf;(reals y, reals mu, reals sigma);real;416
normal_lccdf;(reals y, reals mu, reals sigma);real;416
normal_lcdf;(reals y, reals mu, reals sigma);real;416
normal_lpdf;(reals y, reals mu, reals sigma);real;416
normal_rng;(real mu, real sigma);real;417
not_a_number;();real;336
num_elements;(T[] x);int;362
num_elements;(matrix x);int;366
num_elements;(row_vector x);int;366
num_elements;(vector x);int;366
operator!;(int x);int;339
operator!;(real x);int;339
operator!=;(int x, int y);int;339
operator!=;(real x, real y);int;339
operator&&;(int x, int y);int;339
operator&&;(real x, real y);int;339
operator';(matrix x);matrix;370
operator';(row_vector x);vector;370
operator';(vector x);row_vector;370
operator*;(int x, int y);int;334
operator*;(matrix x, matrix y);matrix;368
operator*;(matrix x, real y);matrix;368
operator*;(matrix x, vector y);vector;368
operator*;(real x, matrix y);matrix;367
operator*;(real x, real y);real;342
operator*;(real x, row_vector y);row_vector;367
operator*;(real x, vector y);vector;367
operator*;(row_vector x, matrix y);row_vector;368
operator*;(row_vector x, real y);row_vector;368
operator*;(row_vector x, vector y);real;368
operator*;(vector x, real y);vector;367
operator*;(vector x, row_vector y);matrix;368
operator+;(int x);int;334
operator+;(int x, int y);int;334
operator+;(matrix x, matrix y);matrix;367
operator+;(matrix x, real y);matrix;368
operator+;(real x);real;342
operator+;(real x, matrix y);matrix;368
operator+;(real x, real y);real;341
operator+;(real x, row_vector y);row_vector;368
operator+;(real x, vector y);vector;368
operator+;(row_vector x, real y);row_vector;368
operator+;(row_vector x, row_vector y);row_vector;367
operator+;(vector x, real y);vector;368
operator+;(vector x, vector y);vector;367
operator-;(int x);int;334
operator-;(int x, int y);int;334
operator-;(matrix x);matrix;367
operator-;(matrix x, matrix y);matrix;367
operator-;(matrix x, real y);matrix;369
operator-;(real x);real;342
operator-;(real x, matrix y);matrix;369
operator-;(real x, real y);real;342
operator-;(real x, row_vector y);row_vector;369
operator-;(real x, vector y);vector;369
operator-;(row_vector x);row_vector;367
operator-;(row_vector x, real y);row_vector;369
operator-;(row_vector x, row_vector y);row_vector;367
operator-;(vector x);vector;367
operator-;(vector x, real y);vector;368
operator-;(vector x, vector y);vector;367
operator.*;(matrix x, matrix y);matrix;369
operator.*;(row_vector x, row_vector y);row_vector;369
operator.*;(vector x, vector y);vector;369
operator./;(matrix x, matrix y);matrix;370
operator./;(matrix x, real y);matrix;370
operator./;(real x, matrix y);matrix;370
operator./;(real x, row_vector y);row_vector;370
operator./;(real x, vector y);vector;370
operator./;(row_vector x, real y);row_vector;370
operator./;(row_vector x, row_vector y);row_vector;370
operator./;(vector x, real y);vector;369
operator./;(vector x, vector y);vector;369
operator/;(int x, int y);int;334
operator/;(matrix B, matrix A);matrix;381
operator/;(matrix x, real y);matrix;369
operator/;(real x, real y);real;342
operator/;(row_vector b, matrix A);row_vector;381
operator/;(row_vector x, real y);row_vector;369
operator/;(vector x, real y);vector;369
operator<;(int x, int y);int;338
operator<;(real x, real y);int;338
operator<=;(int x, int y);int;338
operator<=;(real x, real y);int;338
operator==;(int x, int y);int;338
operator==;(real x, real y);int;338
operator>;(int x, int y);int;338
operator>;(real x, real y);int;338
operator>=;(int x, int y);int;338
operator>=;(real x, real y);int;338
operator\;(matrix A, matrix B);matrix;381
operator\;(matrix A, vector b);vector;381
operator^;(real x, real y);real;342
operator||;(int x, int y);int;339
operator||;(real x, real y);int;339
ordered_logistic;~;real;408
ordered_logistic_lpmf;(int k, real eta, vector c);real;408
ordered_logistic_rng;(real eta, vector c);int;408
owens_t;(real h, real a);real;351
pareto;~;real;434
pareto_cdf;(reals y, reals y_min, reals alpha);real;434
pareto_lccdf;(reals y, reals y_min, reals alpha);real;434
pareto_lcdf;(reals y, reals y_min, reals alpha);real;434
pareto_lpdf;(reals y, reals y_min, reals alpha);real;434
pareto_rng;(real y_min, real alpha);real;434
pareto_type_2;~;real;435
pareto_type_2_cdf;(reals y, reals mu, reals lambda, reals alpha);real;435
pareto_type_2_lccdf;(reals y, reals mu, reals lambda, reals alpha);real;435
pareto_type_2_lcdf;(reals y, reals mu, reals lambda, reals alpha);real;435
pareto_type_2_lpdf;(reals y, reals mu, reals lambda, reals alpha);real;435
pareto_type_2_rng;(real mu, real lambda, real alpha);real;435
pi;();real;336
poisson;~;real;412
poisson_cdf;(ints n, reals lambda);real;412
poisson_lccdf;(ints n, reals lambda);real;412
poisson_lcdf;(ints n, reals lambda);real;412
poisson_log;~;real;413
poisson_log_lpmf;(ints n, reals alpha);real;413
poisson_log_rng;(real alpha);int;413
poisson_lpmf;(ints n, reals lambda);real;412
poisson_rng;(real lambda);int;412
positive_infinity;();real;336
pow;(real x, real y);real;346
print;(T1 x1,..., TN xN);void;332
prod;(int x[]);real;360
prod;(matrix x);real;375
prod;(real x[]);real;359
prod;(row_vector x);real;375
prod;(vector x);real;375
qr_Q;(matrix A);matrix;383
qr_R;(matrix A);matrix;383
quad_form;(matrix A, matrix B);matrix;373
quad_form;(matrix A, vector B);real;373
quad_form_diag;(matrix m, row_vector rv);matrix;373
quad_form_diag;(matrix m, vector v);matrix;373
quad_form_sym;(matrix A, matrix B);matrix;373
quad_form_sym;(matrix A, vector B);real;373
rank;(int[] v, int s);int;365
rank;(real[] v, int s);int;365
rank;(row_vector v, int s);int;385
rank;(vector v, int s);int;384
rayleigh;~;real;432
rayleigh_cdf;(real y, real sigma);real;432
rayleigh_lccdf;(real y, real sigma);real;432
rayleigh_lcdf;(real y, real sigma);real;432
rayleigh_lpdf;(reals y, reals sigma);real;432
rayleigh_rng;(real sigma);real;432
rep_array;(T x, int k, int m, int n);T[];363
rep_array;(T x, int m, int n);T[];362
rep_array;(T x, int n);T[];362
rep_matrix;(real x, int m, int n);matrix;376
rep_matrix;(row_vector rv, int m);matrix;376
rep_matrix;(vector v, int n);matrix;376
rep_row_vector;(real x, int n);row_vector;376
rep_vector;(real x, int m);vector;376
rising_factorial;(real x, real n);real;355
round;(real x);real;345
row;(matrix x, int m);row_vector;377
rows;(matrix x);int;366
rows;(row_vector x);int;366
rows;(vector x);int;366
rows_dot_product;(matrix x, matrix y);vector;372
rows_dot_product;(row_vector x, row_vector y);vector;372
rows_dot_product;(vector x, vector y);vector;371
rows_dot_self;(matrix x);vector;372
rows_dot_self;(row_vector x);vector;372
rows_dot_self;(vector x);vector;372
scaled_inv_chi_square;~;real;426
scaled_inv_chi_square_cdf;(reals y, reals nu, reals sigma);real;427
scaled_inv_chi_square_lccdf;(reals y, reals nu, reals sigma);real;427
scaled_inv_chi_square_lcdf;(reals y, reals nu, reals sigma);real;427
scaled_inv_chi_square_lpdf;(reals y, reals nu, reals sigma);real;427
scaled_inv_chi_square_rng;(real nu, real sigma);real;427
sd;(matrix x);real;376
sd;(real x[]);real;360
sd;(row_vector x);real;376
sd;(vector x);real;376
segment;(T[] sv, int i, int n);T[];378
segment;(row_vector rv, int i, int n);row_vector;378
segment;(vector v, int i, int n);vector;378
sin;(real x);real;347
singular_values;(matrix A);vector;384
sinh;(real x);real;348
size;(T[] x);int;362
skew_normal;~;real;418
skew_normal_cdf;(reals y, reals mu, reals sigma, reals alpha);real;418
skew_normal_lccdf;(reals y, reals mu, reals sigma reals alpha);real;418
skew_normal_lcdf;(reals y, reals mu, reals sigma reals alpha);real;418
skew_normal_lpdf;(reals y, reals mu, reals sigma, reals alpha);real;418
skew_normal_rng;(real mu, real sigma, real alpha);real;418
softmax;(vector x);vector;380
sort_asc;(int[] v);int[];364
sort_asc;(real[] v);real[];364
sort_asc;(row_vector v);row_vector;384
sort_asc;(vector v);vector;384
sort_desc;(int[] v);int[];364
sort_desc;(real[] v);real[];364
sort_desc;(row_vector v);row_vector;384
sort_desc;(vector v);vector;384
sort_indices_asc;(int[] v);int[];364
sort_indices_asc;(real[] v);int[];364
sort_indices_asc;(row_vector v);int[];384
sort_indices_asc;(vector v);int[];384
sort_indices_desc;(int[] v);int[];364
sort_indices_desc;(real[] v);int[];364
sort_indices_desc;(row_vector v);int[];384
sort_indices_desc;(vector v);int[];384
sqrt2;();real;336
sqrt;(real x);real;345
square;(real x);real;345
squared_distance;(row_vector x, row_vector y[]);real;361
squared_distance;(row_vector x, vector y[]);real;361
squared_distance;(vector x, row_vector y[]);real;361
squared_distance;(vector x, vector y);real;361
step;(real x);real;340
student_t;~;real;419
student_t_cdf;(reals y, reals nu, reals mu, reals sigma);real;419
student_t_lccdf;(reals y, reals nu, reals mu, reals sigma);real;419
student_t_lcdf;(reals y, reals nu, reals mu, reals sigma);real;419
student_t_lpdf;(reals y, reals nu, reals mu, reals sigma);real;419
student_t_rng;(real nu, real mu, real sigma);real;419
sub_col;(matrix x, int i, int j, int n_rows);vector;377
sub_row;(matrix x, int i, int j, int n_cols);row_vector;378
sum;(int x[]);int;359
sum;(matrix x);real;375
sum;(real x[]);real;359
sum;(row_vector x);real;375
sum;(vector x);real;375
tail;(T[] sv, int n);T[];378
tail;(row_vector rv, int n);row_vector;378
tail;(vector v, int n);vector;378
tan;(real x);real;347
tanh;(real x);real;349
target;();real;337
target\nobreakspace  +=;(T lp);void;331
tcrossprod;(matrix x);matrix;372
tgamma;(real x);real;352
to_array_1d;(int[...] a);int[];390
to_array_1d;(matrix m);real[];390
to_array_1d;(real[...] a);real[];390
to_array_1d;(row_vector v);real[];390
to_array_1d;(vector v);real[];390
to_array_2d;(matrix m);real[,];390
to_matrix;(int[,] a);matrix;389
to_matrix;(matrix m);matrix;389
to_matrix;(real[,] a);matrix;389
to_matrix;(row_vector v);matrix;389
to_matrix;(vector v);matrix;389
to_row_vector;(int[] a);row_vector;390
to_row_vector;(matrix m);row_vector;390
to_row_vector;(real[] a);row_vector;390
to_row_vector;(row_vector v);row_vector;390
to_row_vector;(vector v);row_vector;390
to_vector;(int[] a);vector;389
to_vector;(matrix m);vector;389
to_vector;(real[] a);vector;389
to_vector;(row_vector v);vector;389
to_vector;(vector v);vector;389
trace;(matrix A);real;382
trace_gen_quad_form;(matrix D,matrix A, matrix B);real;373
trace_quad_form;(matrix A, matrix B);real;373
trigamma;(real x);real;352
trunc;(real x);real;345
uniform;~;real;440
uniform_cdf;(reals y, reals alpha, reals beta);real;440
uniform_lccdf;(reals y, reals alpha, reals beta);real;440
uniform_lcdf;(reals y, reals alpha, reals beta);real;440
uniform_lpdf;(reals y, reals alpha, reals beta);real;440
uniform_rng;(real alpha, real beta);real;440
variance;(matrix x);real;375
variance;(real x[]);real;360
variance;(row_vector x);real;375
variance;(vector x);real;375
von_mises;~;real;438
von_mises_lpdf;(reals y, reals mu, reals kappa);real;438
von_mises_rng;(reals mu, reals kappa);real;438
weibull;~;real;430
weibull_cdf;(reals y, reals alpha, reals sigma);real;430
weibull_lccdf;(reals y, reals alpha, reals sigma);real;430
weibull_lcdf;(reals y, reals alpha, reals sigma);real;430
weibull_lpdf;(reals y, reals alpha, reals sigma);real;430
weibull_rng;(real alpha, real sigma);real;430
wiener;~;real;433
wiener_lpdf;(reals y, reals alpha, reals tau, reals beta, reals delta);real;433
wishart;~;real;452
wishart_lpdf;(matrix W, real nu, matrix Sigma);real;452
wishart_rng;(real nu, matrix Sigma);matrix;452
