# This file is semicolon delimited
StanFunction; Arguments; ReturnType; Page
operator./;(real x, row_vector y);row_vector;376
operator./;(real x, vector y);vector;376
operator./;(row_vector x, real y);row_vector;376
operator./;(row_vector x, row_vector y);row_vector;376
operator./;(vector x, real y);vector;375
operator./;(vector x, vector y);vector;375
operator/;(int x, int y);int;341
operator/;(matrix B, matrix A);matrix;388
operator/;(matrix x, real y);matrix;375
operator/;(real x, real y);real;348
operator/;(row_vector b, matrix A);row_vector;388
operator/;(row_vector x, real y);row_vector;375
operator/;(vector x, real y);vector;375
operator<;(int x, int y);int;345
operator<;(real x, real y);int;345
operator<=;(int x, int y);int;345
operator<=;(real x, real y);int;345
operator==;(int x, int y);int;345
operator==;(real x, real y);int;345
operator>;(int x, int y);int;345
operator>;(real x, real y);int;345
operator>=;(int x, int y);int;345
operator>=;(real x, real y);int;345
operator\;(matrix A, matrix B);matrix;388
operator\;(matrix A, vector b);vector;388
operator^;(real x, real y);real;348
operator||;(int x, int y);int;346
operator||;(real x, real y);int;346
ordered_logistic;~;real;415
ordered_logistic_lpmf;(int k | real eta, vector c);real;415
ordered_logistic_rng;(real eta, vector c);int;415
owens_t;(real h, real a);real;357
pareto;~;real;441
pareto_cdf;(reals y, reals y_min, reals alpha);real;441
pareto_lccdf;(reals y | reals y_min, reals alpha);real;441
pareto_lcdf;(reals y | reals y_min, reals alpha);real;441
pareto_lpdf;(reals y | reals y_min, reals alpha);real;441
pareto_rng;(real y_min, real alpha);real;441
pareto_type_2;~;real;442
pareto_type_2_cdf;(reals y, reals mu, reals lambda reals alpha);real;442
pareto_type_2_lccdf;(reals y | reals mu, reals lambda reals alpha);real;442
pareto_type_2_lcdf;(reals y | reals mu, reals lambda reals alpha);real;442
pareto_type_2_lpdf;(reals y | reals mu, reals lambda reals alpha);real;442
pareto_type_2_rng;(real mu, real lambda, real alpha);real;442
pi;();real;343
poisson;~;real;419
poisson_cdf;(ints n, reals lambda);real;419
poisson_lccdf;(ints n | reals lambda);real;419
poisson_lcdf;(ints n | reals lambda);real;419
poisson_log;~;real;420
poisson_log_lpmf;(ints n | reals alpha);real;420
poisson_log_rng;(real alpha);int;420
poisson_lpmf;(ints n | reals lambda);real;419
poisson_rng;(real lambda);int;419
positive_infinity;();real;343
pow;(real x, real y);real;352
print;(T1 x1,..., TN xN);void;339
prod;(int x[]);real;366
prod;(matrix x);real;381
prod;(real x[]);real;365
prod;(row_vector x);real;381
prod;(vector x);real;381
qr_Q;(matrix A);matrix;391
qr_R;(matrix A);matrix;391
quad_form;(matrix A, matrix B);matrix;379
quad_form;(matrix A, vector B);real;379
quad_form_diag;(matrix m, row_vector rv);matrix;379
quad_form_diag;(matrix m, vector v);matrix;379
quad_form_sym;(matrix A, matrix B);matrix;379
quad_form_sym;(matrix A, vector B);real;379
rank;(int[] v, int s);int;371
rank;(real[] v, int s);int;371
rank;(row_vector v, int s);int;392
rank;(vector v, int s);int;392
rayleigh;~;real;439
rayleigh_cdf;(real y, real sigma);real;439
rayleigh_lccdf;(real y | real sigma);real;439
rayleigh_lcdf;(real y | real sigma);real;439
rayleigh_lpdf;(reals y | reals sigma);real;439
rayleigh_rng;(real sigma);real;439
rep_array;(T x, int k, int m, int n);T[];369
rep_array;(T x, int m, int n);T[];368
rep_array;(T x, int n);T[];368
rep_matrix;(real x, int m, int n);matrix;382
rep_matrix;(row_vector rv, int m);matrix;382
rep_matrix;(vector v, int n);matrix;382
rep_row_vector;(real x, int n);row_vector;382
rep_vector;(real x, int m);vector;382
rising_factorial;(real x, real n);real;362
round;(real x);real;351
row;(matrix x, int m);row_vector;383
rows;(matrix x);int;372
rows;(row_vector x);int;372
rows;(vector x);int;372
rows_dot_product;(matrix x, matrix y);vector;378
rows_dot_product;(row_vector x, row_vector y);vector;378
rows_dot_product;(vector x, vector y);vector;377
rows_dot_self;(matrix x);vector;378
rows_dot_self;(row_vector x);vector;378
rows_dot_self;(vector x);vector;378
scaled_inv_chi_square;~;real;433
scaled_inv_chi_square_cdf;(reals y, reals nu, reals sigma);real;434
scaled_inv_chi_square_lccdf;(reals y | reals nu, reals sigma);real;434
scaled_inv_chi_square_lcdf;(reals y | reals nu, reals sigma);real;434
scaled_inv_chi_square_lpdf;(reals y | reals nu, reals sigma);real;434
scaled_inv_chi_square_rng;(real nu, real sigma);real;434
sd;(matrix x);real;382
sd;(real x[]);real;366
sd;(row_vector x);real;382
sd;(vector x);real;382
segment;(T[] sv, int i, int n);T[];384
segment;(row_vector rv, int i, int n);row_vector;384
segment;(vector v, int i, int n);vector;384
sin;(real x);real;353
singular_values;(matrix A);vector;391
sinh;(real x);real;355
size;(T[] x);int;368
skew_normal;~;real;425
skew_normal_cdf;(reals y, reals mu, reals sigma, reals alpha);real;425
skew_normal_lccdf;(reals y | reals mu, reals sigma reals alpha);real;425
skew_normal_lcdf;(reals y | reals mu, reals sigma reals alpha);real;425
skew_normal_lpdf;(reals y | reals mu, reals sigma, reals alpha);real;425
skew_normal_rng;(real mu, real sigma, real alpha);real;425
softmax;(vector x);vector;386
sort_asc;(int[] v);int[];370
sort_asc;(real[] v);real[];370
sort_asc;(row_vector v);row_vector;392
sort_asc;(vector v);vector;392
sort_desc;(int[] v);int[];370
sort_desc;(real[] v);real[];370
sort_desc;(row_vector v);row_vector;392
sort_desc;(vector v);vector;392
sort_indices_asc;(int[] v);int[];370
sort_indices_asc;(real[] v);int[];370
sort_indices_asc;(row_vector v);int[];392
sort_indices_asc;(vector v);int[];392
sort_indices_desc;(int[] v);int[];370
sort_indices_desc;(real[] v);int[];370
sort_indices_desc;(row_vector v);int[];392
sort_indices_desc;(vector v);int[];392
sqrt2;();real;343
sqrt;(real x);real;351
square;(real x);real;351
squared_distance;(row_vector x, row_vector y[]);real;367
squared_distance;(row_vector x, vector y[]);real;367
squared_distance;(vector x, row_vector y[]);real;367
squared_distance;(vector x, vector y);real;367
step;(real x);real;347
student_t;~;real;426
student_t_cdf;(reals y, reals nu, reals mu, reals sigma);real;426
student_t_lccdf;(reals y | reals nu, reals mu, reals sigma);real;426
student_t_lcdf;(reals y | reals nu, reals mu, reals sigma);real;426
student_t_lpdf;(reals y | reals nu, reals mu, reals sigma);real;426
student_t_rng;(real nu, real mu, real sigma);real;426
sub_col;(matrix x, int i, int j, int n_rows);vector;383
sub_row;(matrix x, int i, int j, int n_cols);row_vector;384
sum;(int x[]);int;365
sum;(matrix x);real;381
sum;(real x[]);real;365
sum;(row_vector x);real;381
sum;(vector x);real;381
tail;(T[] sv, int n);T[];384
tail;(row_vector rv, int n);row_vector;384
tail;(vector v, int n);vector;384
tan;(real x);real;354
tanh;(real x);real;355
target;();real;344
target\nobreakspace  +=;(T lp);void;338
tcrossprod;(matrix x);matrix;378
tgamma;(real x);real;358
to_array_1d;(int[...] a);int[];397
to_array_1d;(matrix m);real[];397
to_array_1d;(real[...] a);real[];397
to_array_1d;(row_vector v);real[];397
to_array_1d;(vector v);real[];397
to_array_2d;(matrix m);real[,];397
to_matrix;(int[,] a);matrix;396
to_matrix;(matrix m);matrix;396
to_matrix;(real[,] a);matrix;396
to_matrix;(row_vector v);matrix;396
to_matrix;(vector v);matrix;396
to_row_vector;(int[] a);row_vector;397
to_row_vector;(matrix m);row_vector;397
to_row_vector;(real[] a);row_vector;397
to_row_vector;(row_vector v);row_vector;397
to_row_vector;(vector v);row_vector;397
to_vector;(int[] a);vector;396
to_vector;(matrix m);vector;396
to_vector;(real[] a);vector;396
to_vector;(row_vector v);vector;396
to_vector;(vector v);vector;396
trace;(matrix A);real;390
trace_gen_quad_form;(matrix D,matrix A, matrix B);real;379
trace_quad_form;(matrix A, matrix B);real;379
trigamma;(real x);real;359
trunc;(real x);real;351
uniform;~;real;447
uniform_cdf;(reals y, reals alpha, reals beta);real;447
uniform_lccdf;(reals y | reals alpha, reals beta);real;447
uniform_lcdf;(reals y | reals alpha, reals beta);real;447
uniform_lpdf;(reals y | reals alpha, reals beta);real;447
uniform_rng;(real alpha, real beta);real;447
variance;(matrix x);real;381
variance;(real x[]);real;366
variance;(row_vector x);real;381
variance;(vector x);real;381
von_mises;~;real;445
von_mises_lpdf;(reals y | reals mu, reals kappa);real;445
von_mises_rng;(reals mu, reals kappa);real;445
weibull;~;real;437
weibull_cdf;(reals y, reals alpha, reals sigma);real;437
weibull_lccdf;(reals y | reals alpha, reals sigma);real;437
weibull_lcdf;(reals y | reals alpha, reals sigma);real;437
weibull_lpdf;(reals y | reals alpha, reals sigma);real;437
weibull_rng;(real alpha, real sigma);real;437
wiener;~;real;440
wiener_lpdf;(reals y | reals alpha, reals tau, reals beta reals delta);real;440
wishart;~;real;459
wishart_lpdf;(matrix W | real nu, matrix Sigma);real;459
wishart_rng;(real nu, matrix Sigma);matrix;459
