# This file is semicolon delimited
StanFunction; Arguments; ReturnType; Page
integrate_ode;(function ode, real[] initial_state, real initial_time, real[] times, real[] theta, real[] x_r, int[] x_i);real[  ,  ];470
integrate_ode_bdf;(function ode, real[] initial_state, real initial_time, real[] times, real[] theta, real[] x_r, int[] x_i);real[];470
integrate_ode_bdf;(function ode, real[] initial_state, real initial_time, real[] times, real[] theta, real[] x_r, int[] x_i, real rel_tol, real abs_tol, int max_num_steps);real[];470
integrate_ode_rk45;(function ode, real[] initial_state, real initial_time, real[] times, real[] theta, real[] x_r, int[] x_i);real[  ,  ];470
integrate_ode_rk45;(function ode, real[] initial_state, real initial_time, real[] times, real[] theta, real[] x_r, int[] x_i, real rel_tol, real abs_tol, int max_num_steps);real[  ,  ];470
inv;(T x);R;423
inv_Phi;(T x);R;427
inv_chi_square;~;real;503
inv_chi_square_cdf;(reals y, reals nu);real;503
inv_chi_square_lccdf;(reals y | reals nu);real;503
inv_chi_square_lcdf;(reals y | reals nu);real;503
inv_chi_square_lpdf;(reals y | reals nu);real;503
inv_chi_square_rng;(real nu);real;503
inv_cloglog;(T x);R;426
inv_gamma;~;real;506
inv_gamma_cdf;(reals y, reals alpha, reals beta);real;506
inv_gamma_lccdf;(reals y | reals alpha, reals beta);real;506
inv_gamma_lcdf;(reals y | reals alpha, reals beta);real;506
inv_gamma_lpdf;(reals y | reals alpha, reals beta);real;506
inv_gamma_rng;(real alpha, real beta);real;506
inv_logit;(T x);R;426
inv_sqrt;(T x);R;423
inv_square;(T x);R;423
inv_wishart;~;real;530
inv_wishart_lpdf;(matrix W | real nu, matrix Sigma);real;530
inv_wishart_rng;(real nu, matrix Sigma);matrix;530
inverse;(matrix A);matrix;461
inverse_spd;(matrix A);matrix;461
is_inf;(real x);int;417
is_nan;(real x);int;417
lbeta;(real alpha, real beta);real;428
lchoose;(real x, real y);real;432
lkj_corr;~;real;527
lkj_corr_cholesky;~;real;528
lkj_corr_cholesky_lpdf;(matrix L | real eta);real;528
lkj_corr_cholesky_rng;(int K, real eta);matrix;528
lkj_corr_lpdf;(matrix y | real eta);real;527
lkj_corr_rng;(int K, real eta);matrix;527
lmgamma;(int n, real x);real;429
lmultiply;(real x, real y);real;433
log10;();real;413
log10;(T x);R;422
log1m;(T x);R;434
log1m_exp;(T x);R;434
log1m_inv_logit;(T x);R;435
log1p;(T x);R;433
log1p_exp;(T x);R;434
log2;();real;413
log2;(T x);R;422
log;(T x);R;422
log_determinant;(matrix A);real;461
log_diff_exp;(real x, real y);real;434
log_falling_factorial;(real x, real n);real;432
log_inv_logit;(T x);R;435
log_mix;(real theta, real lp1, real lp2);real;435
log_rising_factorial;(real x, real n);real;432
log_softmax;(vector x);vector;457
log_sum_exp;(matrix x);real;451
log_sum_exp;(real x, real y);real;435
log_sum_exp;(real x[]);real;437
log_sum_exp;(row_vector x);real;450
log_sum_exp;(vector x);real;450
logistic;~;real;499
logistic_cdf;(reals y, reals mu, reals sigma);real;499
logistic_lccdf;(reals y | reals mu, reals sigma);real;499
logistic_lcdf;(reals y | reals mu, reals sigma);real;499
logistic_lpdf;(reals y | reals mu, reals sigma);real;499
logistic_rng;(real mu, real sigma);real;499
logit;(T x);R;426
lognormal;~;real;501
lognormal_cdf;(reals y, reals mu, reals sigma);real;501
lognormal_lccdf;(reals y | reals mu, reals sigma);real;501
lognormal_lcdf;(reals y | reals mu, reals sigma);real;501
lognormal_lpdf;(reals y | reals mu, reals sigma);real;501
lognormal_rng;(real mu, real beta);real;501
machine_precision;();real;413
matrix_exp;(matrix A);matrix;460
max;(int x, int y);int;410
max;(int x[]);int;436
max;(matrix x);real;451
max;(real x[]);real;436
max;(row_vector x);real;451
max;(vector x);real;451
mdivide_left_spd;(matrix A, matrix B);vector;460
mdivide_left_spd;(matrix A, vector b);matrix;460
mdivide_left_tri_low;(matrix A, matrix B);matrix;459
mdivide_left_tri_low;(matrix A, vector b);vector;459
mdivide_right_spd;(matrix B, matrix A);matrix;460
mdivide_right_spd;(row_vector b, matrix A);row_vector;460
mdivide_right_tri_low;(matrix B, matrix A);matrix;460
mdivide_right_tri_low;(row_vector b, matrix A);row_vector;460
mean;(matrix x);real;452
mean;(real x[]);real;437
mean;(row_vector x);real;452
mean;(vector x);real;452
min;(int x, int y);int;410
min;(int x[]);int;436
min;(matrix x);real;451
min;(real x[]);real;436
min;(row_vector x);real;451
min;(vector x);real;451
modified_bessel_first_kind;(int v, real z);real;431
modified_bessel_second_kind;(int v, real z);real;431
multi_gp;~;real;521
multi_gp_cholesky;~;real;522
multi_gp_cholesky_lpdf;(matrix y | matrix L, vector w);real;522
multi_gp_lpdf;(matrix y | matrix Sigma, vector w);real;521
multi_normal;~;real;518
multi_normal_cholesky;~;real;520
multi_normal_cholesky_lpdf;(row_vectors y | row_vectors mu matrix L);real;520
multi_normal_cholesky_lpdf;(row_vectors y | vectors mu matrix L);real;520
multi_normal_cholesky_lpdf;(vectors y | row_vectors mu matrix L);real;520
multi_normal_cholesky_lpdf;(vectors y | vectors mu matrix L);real;520
multi_normal_cholesky_rng;(vector mu, matrix L);vector;521
multi_normal_lpdf;(row_vectors y | row_vectors mu, matrix Sigma);real;519
multi_normal_lpdf;(row_vectors y | vectors mu, matrix Sigma);real;518
multi_normal_lpdf;(vectors y | row_vectors mu, matrix Sigma);real;518
multi_normal_lpdf;(vectors y | vectors mu, matrix Sigma);real;518
multi_normal_prec;~;real;519
multi_normal_prec_lpdf;(row_vectors y | row_vectors mu matrix Omega);real;520
multi_normal_prec_lpdf;(row_vectors y | vectors mu matrix Omega);real;519
multi_normal_prec_lpdf;(vectors y | row_vectors mu matrix Omega);real;519
multi_normal_prec_lpdf;(vectors y | vectors mu matrix Omega);real;519
multi_normal_rng;(vector mu, matrix Sigma);vector;519
multi_student_t;~;real;522
multi_student_t_lpdf;(row_vectors y | real nu, row_vectors mu matrix Sigma);real;523
multi_student_t_lpdf;(row_vectors y | real nu, vectors mu matrix Sigma);real;523
multi_student_t_lpdf;(vectors y | real nu, row_vectors mu matrix Sigma);real;523
multi_student_t_lpdf;(vectors y | real nu, vectors mu matrix Sigma);real;523
multi_student_t_rng;(real nu, vector mu, matrix Sigma);vector;523
multinomial;~;real;491
multinomial_lpmf;(int[] y | vector theta);real;491
multinomial_rng;(vector theta, int N);int[];491
multiply_log;(real x, real y);real;433
multiply_lower_tri_self_transpose;(matrix x);matrix;450
neg_binomial;~;real;486
neg_binomial_2;~;real;487
neg_binomial_2_cdf;(ints n, reals mu, reals phi);real;488
neg_binomial_2_lccdf;(ints n | reals mu, reals phi);real;488
neg_binomial_2_lcdf;(ints n | reals mu, reals phi);real;488
neg_binomial_2_log;~;real;488
neg_binomial_2_log_lpmf;(ints y | reals eta, reals phi);real;488
neg_binomial_2_log_rng;(real eta, real phi);int;489
neg_binomial_2_lpmf;(ints y | reals mu, reals phi);real;487
neg_binomial_2_rng;(real mu, real phi);int;488
neg_binomial_cdf;(ints n, reals alpha, reals beta);real;486
neg_binomial_lccdf;(ints n | reals alpha, reals beta);real;487
neg_binomial_lcdf;(ints n | reals alpha, reals beta);real;486
neg_binomial_lpmf;(ints n | reals alpha, reals beta);real;486
neg_binomial_rng;(real alpha, real beta);int;487
negative_infinity;();real;413
normal;~;real;493
normal_cdf;(reals y, reals mu, reals sigma);real;493
normal_lccdf;(reals y | reals mu | reals sigma);real;493
normal_lcdf;(reals y | reals mu, reals sigma);real;493
normal_lpdf;(reals y | reals mu, reals sigma);real;493
normal_rng;(real mu | real sigma);real;494
not_a_number;();real;413
num_elements;(T[] x);int;439
num_elements;(matrix x);int;443
num_elements;(row_vector x);int;443
num_elements;(vector x);int;443
operator!;(int x);int;416
operator!;(real x);int;416
operator!=;(int x, int y);int;416
operator!=;(real x, real y);int;416
operator&&;(int x, int y);int;416
operator&&;(real x, real y);int;416
operator';(matrix x);matrix;447
operator';(row_vector x);vector;447
operator';(vector x);row_vector;447
operator*;(int x, int y);int;409
operator*;(matrix x, matrix y);matrix;445
operator*;(matrix x, real y);matrix;445
operator*;(matrix x, vector y);vector;445
operator*;(real x, matrix y);matrix;444
operator*;(real x, real y);real;418
operator*;(real x, row_vector y);row_vector;444
operator*;(real x, vector y);vector;444
operator*;(row_vector x, matrix y);row_vector;445
operator*;(row_vector x, real y);row_vector;445
operator*;(row_vector x, vector y);real;445
operator*;(vector x, real y);vector;444
operator*;(vector x, row_vector y);matrix;445
operator+;(int x);int;409
operator+;(int x, int y);int;409
operator+;(matrix x, matrix y);matrix;444
operator+;(matrix x, real y);matrix;445
operator+;(real x);real;419
operator+;(real x, matrix y);matrix;445
operator+;(real x, real y);real;418
operator+;(real x, row_vector y);row_vector;445
operator+;(real x, vector y);vector;445
operator+;(row_vector x, real y);row_vector;445
operator+;(row_vector x, row_vector y);row_vector;444
operator+;(vector x, real y);vector;445
operator+;(vector x, vector y);vector;444
operator-;(int x);int;409
operator-;(int x, int y);int;409
operator-;(matrix x);matrix;444
operator-;(matrix x, matrix y);matrix;444
operator-;(matrix x, real y);matrix;446
operator-;(real x);real;418
operator-;(real x, matrix y);matrix;446
operator-;(real x, real y);real;418
operator-;(real x, row_vector y);row_vector;446
operator-;(real x, vector y);vector;446
operator-;(row_vector x);row_vector;444
operator-;(row_vector x, real y);row_vector;446
operator-;(row_vector x, row_vector y);row_vector;444
operator-;(vector x);vector;444
operator-;(vector x, real y);vector;445
operator-;(vector x, vector y);vector;444
operator.*;(matrix x, matrix y);matrix;446
operator.*;(row_vector x, row_vector y);row_vector;446
operator.*;(vector x, vector y);vector;446
operator./;(matrix x, matrix y);matrix;447
operator./;(matrix x, real y);matrix;447
operator./;(real x, matrix y);matrix;447
operator./;(real x, row_vector y);row_vector;447
operator./;(real x, vector y);vector;447
operator./;(row_vector x, real y);row_vector;447
operator./;(row_vector x, row_vector y);row_vector;447
operator./;(vector x, real y);vector;446
operator./;(vector x, vector y);vector;446
operator/;(int x, int y);int;409
operator/;(matrix B, matrix A);matrix;459
operator/;(matrix x, real y);matrix;446
operator/;(real x, real y);real;418
operator/;(row_vector b, matrix A);row_vector;459
operator/;(row_vector x, real y);row_vector;446
operator/;(vector x, real y);vector;446
operator<;(int x, int y);int;415
operator<;(real x, real y);int;415
operator<=;(int x, int y);int;415
operator<=;(real x, real y);int;415
operator==;(int x, int y);int;415
operator==;(real x, real y);int;415
operator>;(int x, int y);int;415
operator>;(real x, real y);int;415
operator>=;(int x, int y);int;415
operator>=;(real x, real y);int;415
operator\%;(int x, int y);int;409
operator\;(matrix A, matrix B);matrix;459
operator\;(matrix A, vector b);vector;459
operator^;(real x, real y);real;418
operator||;(int x, int y);int;416
operator||;(real x, real y);int;416
ordered_logistic;~;real;485
ordered_logistic_lpmf;(int k | real eta, vector c);real;485
ordered_logistic_rng;(real eta, vector c);int;485
owens_t;(real h, real a);real;428
pareto;~;real;511
pareto_cdf;(reals y, reals y_min, reals alpha);real;511
pareto_lccdf;(reals y | reals y_min, reals alpha);real;511
pareto_lcdf;(reals y | reals y_min, reals alpha);real;511
pareto_lpdf;(reals y | reals y_min, reals alpha);real;511
pareto_rng;(real y_min, real alpha);real;511
pareto_type_2;~;real;512
pareto_type_2_cdf;(reals y, reals mu, reals lambda reals alpha);real;512
pareto_type_2_lccdf;(reals y | reals mu, reals lambda reals alpha);real;512
pareto_type_2_lcdf;(reals y | reals mu, reals lambda reals alpha);real;512
pareto_type_2_lpdf;(reals y | reals mu, reals lambda reals alpha);real;512
pareto_type_2_rng;(real mu, real lambda, real alpha);real;512
pi;();real;413
poisson;~;real;489
poisson_cdf;(ints n, reals lambda);real;489
poisson_lccdf;(ints n | reals lambda);real;489
poisson_lcdf;(ints n | reals lambda);real;489
poisson_log;~;real;490
poisson_log_lpmf;(ints n | reals alpha);real;490
poisson_log_rng;(real alpha);int;490
poisson_lpmf;(ints n | reals lambda);real;489
poisson_rng;(real lambda);int;489
positive_infinity;();real;413
pow;(real x, real y);real;423
print;(T1 x1,..., TN xN);void;407
prod;(int x[]);real;437
prod;(matrix x);real;451
prod;(real x[]);real;436
prod;(row_vector x);real;451
prod;(vector x);real;451
qr_Q;(matrix A);matrix;462
qr_R;(matrix A);matrix;462
quad_form;(matrix A, matrix B);matrix;449
quad_form;(matrix A, vector B);real;449
quad_form_diag;(matrix m, row_vector rv);matrix;449
quad_form_diag;(matrix m, vector v);matrix;449
quad_form_sym;(matrix A, matrix B);matrix;449
quad_form_sym;(matrix A, vector B);real;450
rank;(int[] v, int s);int;442
rank;(real[] v, int s);int;442
rank;(row_vector v, int s);int;463
rank;(vector v, int s);int;463
rayleigh;~;real;509
rayleigh_cdf;(real y, real sigma);real;509
rayleigh_lccdf;(real y | real sigma);real;509
rayleigh_lcdf;(real y | real sigma);real;509
rayleigh_lpdf;(reals y | reals sigma);real;509
rayleigh_rng;(real sigma);real;509
real;(T x);R;428
rep_array;(T x, int k, int m, int n);T[];440
rep_array;(T x, int m, int n);T[];439
rep_array;(T x, int n);T[];439
rep_matrix;(real x, int m, int n);matrix;453
rep_matrix;(row_vector rv, int m);matrix;453
rep_matrix;(vector v, int n);matrix;453
rep_row_vector;(real x, int n);row_vector;453
rep_vector;(real x, int m);vector;452
rising_factorial;(real x, real n);real;432
round;(T x);R;421
row;(matrix x, int m);row_vector;454
rows;(matrix x);int;443
rows;(row_vector x);int;443
rows;(vector x);int;443
rows_dot_product;(matrix x, matrix y);vector;448
rows_dot_product;(row_vector x, row_vector y);vector;448
rows_dot_product;(vector x, vector y);vector;448
rows_dot_self;(matrix x);vector;449
rows_dot_self;(row_vector x);vector;449
rows_dot_self;(vector x);vector;449
scaled_inv_chi_square;~;real;503
scaled_inv_chi_square_cdf;(reals y, reals nu, reals sigma);real;504
scaled_inv_chi_square_lccdf;(reals y | reals nu, reals sigma);real;504
scaled_inv_chi_square_lcdf;(reals y | reals nu, reals sigma);real;504
scaled_inv_chi_square_lpdf;(reals y | reals nu, reals sigma);real;504
scaled_inv_chi_square_rng;(real nu, real sigma);real;504
sd;(matrix x);real;452
sd;(real x[]);real;437
sd;(row_vector x);real;452
sd;(vector x);real;452
segment;(T[] sv, int i, int n);T[];455
segment;(row_vector rv, int i, int n);row_vector;455
segment;(vector v, int i, int n);vector;455
sin;(T x);R;424
singular_values;(matrix A);vector;462
sinh;(T x);R;425
size;(T[] x);int;439
skew_normal;~;real;495
skew_normal_cdf;(reals y, reals mu, reals sigma, reals alpha);real;495
skew_normal_lccdf;(reals y | reals mu, reals sigma reals alpha);real;495
skew_normal_lcdf;(reals y | reals mu, reals sigma reals alpha);real;495
skew_normal_lpdf;(reals y | reals mu, reals sigma, reals alpha);real;495
skew_normal_rng;(real mu, real sigma, real alpha);real;495
softmax;(vector x);vector;457
sort_asc;(int[] v);int[];441
sort_asc;(real[] v);real[];441
sort_asc;(row_vector v);row_vector;463
sort_asc;(vector v);vector;463
sort_desc;(int[] v);int[];441
sort_desc;(real[] v);real[];441
sort_desc;(row_vector v);row_vector;463
sort_desc;(vector v);vector;463
sort_indices_asc;(int[] v);int[];441
sort_indices_asc;(real[] v);int[];441
sort_indices_asc;(row_vector v);int[];463
sort_indices_asc;(vector v);int[];463
sort_indices_desc;(int[] v);int[];441
sort_indices_desc;(real[] v);int[];441
sort_indices_desc;(row_vector v);int[];463
sort_indices_desc;(vector v);int[];463
sqrt2;();real;413
sqrt;(T x);R;421
square;(T x);R;422
squared_distance;(row_vector x, row_vector y[]);real;438
squared_distance;(row_vector x, vector y[]);real;438
squared_distance;(vector x, row_vector y[]);real;438
squared_distance;(vector x, vector y);real;438
step;(real x);real;417
student_t;~;real;496
student_t_cdf;(reals y, reals nu, reals mu, reals sigma);real;496
student_t_lccdf;(reals y | reals nu, reals mu, reals sigma);real;496
student_t_lcdf;(reals y | reals nu, reals mu, reals sigma);real;496
student_t_lpdf;(reals y | reals nu, reals mu, reals sigma);real;496
student_t_rng;(real nu, real mu, real sigma);real;496
sub_col;(matrix x, int i, int j, int n_rows);vector;454
sub_row;(matrix x, int i, int j, int n_cols);row_vector;454
sum;(int x[]);int;436
sum;(matrix x);real;451
sum;(real x[]);real;436
sum;(row_vector x);real;451
sum;(vector x);real;451
tail;(T[] sv, int n);T[];455
tail;(row_vector rv, int n);row_vector;455
tail;(vector v, int n);vector;455
tan;(T x);R;424
tanh;(T x);R;425
target;();real;414
tcrossprod;(matrix x);matrix;449
tgamma;(T x);R;428
to_array_1d;(int[...] a);int[];468
to_array_1d;(matrix m);real[];468
to_array_1d;(real[...] a);real[];468
to_array_1d;(row_vector v);real[];468
to_array_1d;(vector v);real[];468
to_array_2d;(matrix m);real[,];468
to_matrix;(int[,] a);matrix;467
to_matrix;(matrix m);matrix;467
to_matrix;(real[,] a);matrix;467
to_matrix;(row_vector v);matrix;467
to_matrix;(vector v);matrix;467
to_row_vector;(int[] a);row_vector;468
to_row_vector;(matrix m);row_vector;468
to_row_vector;(real[] a);row_vector;468
to_row_vector;(row_vector v);row_vector;468
to_row_vector;(vector v);row_vector;468
to_vector;(int[] a);vector;467
to_vector;(matrix m);vector;467
to_vector;(real[] a);vector;467
to_vector;(row_vector v);vector;467
to_vector;(vector v);vector;467
trace;(matrix A);real;461
trace_gen_quad_form;(matrix D,matrix A, matrix B);real;450
trace_quad_form;(matrix A, matrix B);real;450
trigamma;(T x);R;429
trunc;(T x);R;421
uniform;~;real;517
uniform_cdf;(reals y, reals alpha, reals beta);real;517
uniform_lccdf;(reals y | reals alpha, reals beta);real;517
uniform_lcdf;(reals y | reals alpha, reals beta);real;517
uniform_lpdf;(reals y | reals alpha, reals beta);real;517
uniform_rng;(real alpha, real beta);real;517
variance;(matrix x);real;452
variance;(real x[]);real;437
variance;(row_vector x);real;452
variance;(vector x);real;452
von_mises;~;real;515
von_mises_lpdf;(reals y | reals mu, reals kappa);real;515
von_mises_rng;(reals mu, reals kappa);real;515
weibull;~;real;507
weibull_cdf;(reals y, reals alpha, reals sigma);real;507
weibull_lccdf;(reals y | reals alpha, reals sigma);real;507
weibull_lcdf;(reals y | reals alpha, reals sigma);real;507
weibull_lpdf;(reals y | reals alpha, reals sigma);real;507
weibull_rng;(real alpha, real sigma);real;507
wiener;~;real;510
wiener_lpdf;(reals y | reals alpha, reals tau, reals beta reals delta);real;510
wishart;~;real;529
wishart_lpdf;(matrix W | real nu, matrix Sigma);real;529
wishart_rng;(real nu, matrix Sigma);matrix;529
